transport_mode,distance_km,weather,time_of_day,co2_kg
1,11.87,1,0,1.033
1,9.75,0,23,0.836
2,17.89,1,2,0.905
1,22.76,1,2,1.8
1,10.81,0,14,1.091
4,27.34,1,2,0.022
3,8.09,1,8,0.55
1,10.36,0,2,1.026
3,25.57,1,2,1.083
0,24.68,0,16,4.222
1,25.81,0,15,2.39
2,25.68,1,8,1.053
3,3.71,0,3,0.154
0,12.56,1,2,2.779
2,28.1,0,9,0.552
2,13.11,1,21,0.508
2,6.62,1,2,0.23
0,1.21,1,11,0.211
3,15.02,0,12,0.592
4,10.95,1,7,0.01
4,18.61,1,9,0.024
2,29.0,0,0,1.041
2,8.13,0,21,0.4
1,1.7,1,16,0.179
1,17.15,1,5,1.125
0,15.95,0,15,3.522
4,11.93,1,9,0.025
4,5.81,0,2,0.01
2,20.27,1,18,0.842
3,14.85,1,22,1.111
1,20.97,1,6,1.84
4,26.72,0,5,0.052
0,11.46,0,6,2.375
3,25.62,0,12,1.893
3,25.33,0,5,0.902
4,15.52,0,5,0.026
0,4.03,0,13,1.04
0,2.97,0,21,0.76
3,22.46,1,1,1.042
3,15.28,0,21,1.053
0,4.17,1,17,0.89
0,26.18,0,12,3.583
2,15.26,0,0,0.709
1,6.23,0,19,0.422
3,26.49,0,22,1.569
3,21.74,0,0,0.765
2,15.78,0,1,0.656
2,2.95,1,17,0.154
0,23.36,0,20,6.689
4,21.1,1,0,0.045
1,6.75,1,11,0.698
1,29.21,1,11,3.506
1,23.39,0,21,2.59
2,9.58,1,2,0.483
3,29.85,0,9,1.346
0,14.9,1,1,2.012
1,4.17,0,21,0.293
0,27.38,0,14,5.237
1,11.12,0,3,0.78
2,15.87,0,4,0.838
2,12.22,0,3,0.332
3,2.08,0,4,0.117
4,25.84,0,8,0.032
4,8.55,0,9,0.013
4,4.54,1,11,0.01
2,0.55,1,23,0.021
3,10.19,0,7,0.401
4,18.88,1,16,0.022
0,27.55,0,18,4.08
4,26.79,0,5,0.015
0,15.85,0,15,3.12
3,7.11,0,23,0.344
4,17.23,0,3,0.025
4,5.56,1,5,0.01
0,22.43,1,13,4.339
0,6.68,0,18,1.652
3,18.35,0,23,0.841
0,2.85,0,12,0.381
2,8.07,0,18,0.34
0,3.55,1,14,0.872
0,29.84,0,8,8.054
4,4.37,1,1,0.01
1,20.27,0,12,1.783
3,2.86,1,13,0.157
4,14.96,0,19,0.02
3,18.23,1,5,1.178
3,12.04,0,18,0.687
4,22.01,0,21,0.03
2,22.78,1,22,0.834
0,17.81,1,19,4.533
1,16.3,0,18,1.714
1,25.69,1,14,1.705
1,3.17,0,4,0.212
1,23.51,0,6,1.477
0,9.44,0,1,2.243
2,13.55,1,11,0.551
2,6.92,1,21,0.294
2,7.53,1,17,0.176
4,25.58,1,10,0.044
4,29.18,0,4,0.055
0,20.88,1,14,5.534
1,17.79,0,22,1.23
3,10.38,0,16,0.698
4,24.0,1,15,0.05
1,5.27,0,10,0.539
3,20.43,1,10,1.248
2,8.21,0,17,0.325
4,18.8,1,6,0.026
4,9.93,1,23,0.018
1,18.1,0,15,1.153
0,9.21,0,23,1.336
2,17.4,1,21,0.556
4,9.98,0,8,0.01
0,15.34,0,12,1.937
1,13.84,0,1,1.347
0,11.45,0,5,1.634
1,1.13,0,16,0.084
2,8.14,0,10,0.212
3,0.67,0,7,0.02
1,19.95,1,15,1.83
2,5.51,0,8,0.232
3,29.31,0,14,1.847
4,11.11,1,16,0.013
4,25.84,1,20,0.031
2,7.5,0,8,0.323
0,15.93,0,17,3.252
2,16.14,0,13,0.501
1,5.78,1,17,0.495
3,6.02,0,21,0.258
1,19.4,1,11,1.633
1,11.37,1,22,0.994
4,24.75,1,20,0.052
1,16.41,0,19,1.312
1,16.49,0,22,1.385
1,29.7,0,6,1.946
0,12.59,1,14,2.493
2,15.33,1,12,0.339
3,6.81,1,2,0.474
0,1.74,1,16,0.337
1,19.85,1,2,1.877
1,1.25,0,21,0.094
3,19.78,1,23,1.376
1,9.63,1,14,0.787
2,19.39,0,1,0.47
0,1.24,0,6,0.175
2,17.25,1,18,0.556
3,25.84,1,13,1.8
3,14.73,1,16,1.1
0,5.15,1,17,1.365
3,28.88,0,6,1.71
2,19.66,0,10,0.857
0,4.91,0,20,0.872
3,26.61,1,9,1.896
0,9.52,0,22,1.727
1,3.99,1,5,0.329
2,24.76,0,12,0.498
0,3.96,0,8,0.819
0,27.26,0,23,5.914
2,9.63,1,0,0.495
1,16.83,0,17,1.687
0,2.97,0,16,0.636
1,6.59,1,8,0.512
3,18.66,0,11,1.391
0,23.88,1,2,5.37
0,14.92,0,10,3.587
4,25.97,1,9,0.04
4,0.87,0,9,0.01
1,26.19,0,22,2.445
4,3.69,1,13,0.01
1,3.1,0,20,0.304
3,4.12,0,17,0.233
2,14.79,1,19,0.517
3,0.74,1,13,0.044
2,15.91,1,14,0.36
1,17.37,1,15,1.202
0,20.05,1,12,3.669
4,24.23,0,18,0.037
4,29.1,0,22,0.051
2,3.95,1,23,0.149
1,5.9,1,12,0.527
0,27.83,0,14,4.313
0,14.41,1,16,2.115
3,16.5,0,15,1.144
2,27.28,1,6,1.541
2,22.75,1,19,0.781
2,0.78,0,22,0.031
0,15.87,0,16,2.201
1,11.72,1,5,1.018
4,24.54,0,1,0.019
4,0.78,0,9,0.01
1,13.58,1,23,1.289
2,20.81,1,9,0.812
4,12.67,0,9,0.01
2,1.6,0,12,0.073
4,18.74,0,17,0.028
2,22.2,1,14,1.145
0,23.23,0,11,5.2
4,1.18,1,2,0.01
2,6.21,1,2,0.237
3,26.67,0,16,1.549
1,3.83,0,19,0.453
2,15.33,1,17,0.545
0,12.65,0,17,2.252
1,15.35,0,0,1.277
0,27.67,1,21,4.947
3,24.82,1,13,0.945
0,8.54,1,7,2.332
4,13.0,1,0,0.025
2,11.23,0,18,0.426
2,21.05,1,12,1.03
3,0.55,0,7,0.034
4,11.87,1,6,0.021
3,0.51,0,22,0.018
3,13.49,0,6,0.503
1,12.65,1,21,0.971
1,27.84,1,2,3.269
0,6.44,1,13,1.163
4,30.0,0,2,0.025
3,7.25,0,3,0.373
1,13.42,1,1,1.31
1,19.46,1,7,1.784
4,14.04,1,17,0.01
1,27.84,0,13,2.546
4,1.58,1,2,0.01
0,5.29,1,4,1.323
1,28.05,1,15,2.72
1,13.04,1,15,1.093
4,26.29,0,11,0.046
3,27.62,0,10,1.045
0,22.95,0,7,5.018
1,29.8,0,8,2.535
1,26.71,1,18,2.965
0,3.49,1,10,1.136
4,29.72,1,4,0.031
4,25.0,0,6,0.018
2,27.17,0,22,1.039
1,13.42,0,12,1.032
4,26.28,1,20,0.052
2,7.97,1,14,0.39
3,4.44,0,23,0.291
0,9.27,0,3,1.828
0,8.31,1,11,1.265
0,18.67,1,19,5.493
0,26.98,0,23,4.214
0,26.57,1,14,6.929
1,13.88,1,3,1.446
4,1.31,0,7,0.01
0,2.2,0,11,0.354
1,20.13,1,13,1.715
1,11.24,0,5,0.942
4,2.81,1,2,0.01
2,4.7,0,21,0.175
3,24.88,0,22,1.065
4,25.72,1,10,0.027
4,0.96,0,11,0.01
2,18.99,1,11,0.587
4,17.77,0,12,0.027
4,18.16,0,22,0.01
3,3.69,1,12,0.208
2,0.58,1,20,0.018
3,1.38,0,13,0.097
0,8.02,0,13,2.08
4,4.84,1,2,0.01
3,29.74,0,16,1.684
2,20.94,1,9,0.738
1,24.27,1,3,2.159
3,28.98,0,4,1.485
0,23.37,1,19,6.651
0,10.61,1,11,1.9
2,0.71,0,9,0.032
3,21.73,0,19,1.543
1,24.6,0,3,1.961
1,4.39,1,23,0.303
3,7.8,1,11,0.267
0,14.05,0,6,2.475
0,11.14,1,15,2.987
4,24.76,0,23,0.026
4,26.09,1,7,0.028
3,29.04,0,4,1.67
3,4.59,0,9,0.203
3,11.31,0,20,0.349
4,11.9,0,18,0.014
4,27.11,0,12,0.049
4,6.38,0,19,0.012
1,0.56,1,13,0.04
3,9.89,0,0,0.562
3,12.46,0,7,0.73
3,13.62,1,14,0.907
0,17.33,1,8,4.152
0,3.64,0,1,0.866
1,16.59,0,5,1.248
3,27.48,1,6,1.548
1,29.71,1,19,3.338
2,8.63,1,4,0.27
2,2.38,0,20,0.056
1,17.64,0,0,1.545
0,14.75,0,20,4.461
0,3.5,1,17,1.03
3,16.79,1,10,0.938
3,23.63,0,17,1.48
0,2.65,1,3,0.592
0,10.04,0,17,1.677
2,25.15,1,3,0.898
3,13.81,1,0,0.991
2,4.44,1,20,0.192
3,21.98,0,5,0.723
4,17.63,0,20,0.029
4,25.11,1,21,0.045
4,23.56,1,14,0.021
2,29.38,1,18,1.123
1,23.37,0,8,2.538
4,29.21,1,10,0.022
0,25.39,0,6,5.972
3,2.12,0,0,0.14
1,4.35,0,0,0.392
0,10.42,1,9,1.819
2,14.6,0,22,0.347
4,28.49,1,6,0.024
2,4.58,1,19,0.235
3,11.25,0,18,0.419
1,17.15,0,22,1.691
1,15.52,0,17,1.499
2,16.65,0,6,0.829
4,17.4,1,20,0.02
2,3.54,1,19,0.199
4,5.35,0,12,0.01
3,22.8,0,1,0.889
3,0.64,0,10,0.041
4,8.6,1,9,0.016
3,21.08,0,21,0.666
3,23.13,0,18,0.765
4,29.91,1,10,0.019
3,4.95,1,2,0.265
0,21.25,0,13,3.039
1,13.65,1,17,1.05
4,27.28,1,12,0.044
4,21.25,1,2,0.036
4,26.54,1,17,0.022
4,7.56,1,19,0.016
2,6.24,0,7,0.247
1,5.34,0,8,0.612
4,16.66,0,15,0.032
1,24.8,1,18,2.257
1,2.28,1,12,0.181
0,3.13,1,0,0.648
1,17.4,1,2,2.045
4,2.21,0,13,0.01
2,22.93,0,5,1.113
4,5.99,0,10,0.01
1,10.89,0,10,1.057
2,3.8,1,5,0.183
2,29.25,0,22,1.148
3,2.79,1,22,0.138
3,14.07,1,18,0.577
1,13.56,0,23,0.921
2,9.99,1,20,0.264
2,12.97,1,13,0.537
2,29.12,0,18,0.879
1,19.64,1,17,1.958
3,20.04,0,0,1.321
3,22.51,0,1,0.832
0,1.46,1,5,0.346
1,9.69,0,12,0.893
1,12.39,1,2,1.133
0,27.6,1,4,4.161
1,10.26,1,12,0.921
0,26.47,1,22,4.232
1,10.09,0,0,0.734
0,22.51,0,22,5.252
1,15.46,1,3,1.525
2,23.13,1,2,1.275
2,26.06,0,20,1.264
3,27.88,0,5,1.694
2,16.29,1,21,0.696
1,26.76,0,15,1.678
2,25.41,1,17,0.672
4,1.64,0,12,0.01
2,24.31,1,13,1.248
4,1.09,1,5,0.01
0,2.61,1,7,0.356
4,10.45,0,3,0.01
3,16.12,0,2,0.867
0,1.12,1,5,0.239
0,13.03,1,19,2.704
0,20.42,0,5,4.753
2,26.47,1,17,1.14
0,29.55,0,14,7.582
4,19.47,1,15,0.035
1,4.62,1,9,0.49
4,23.82,0,9,0.042
4,27.15,1,22,0.055
3,23.33,0,17,1.241
4,5.86,1,22,0.01
4,22.93,1,20,0.046
2,7.69,0,7,0.221
1,27.49,0,2,2.515
4,10.98,1,2,0.01
3,26.48,0,12,0.959
3,23.45,1,20,1.596
1,21.61,1,0,2.009
1,2.45,0,15,0.253
4,16.18,1,17,0.036
3,14.03,0,22,0.531
3,19.45,1,4,1.148
3,0.82,1,22,0.03
3,24.77,1,3,1.74
3,15.22,1,14,0.657
3,7.14,0,20,0.39
3,11.62,0,23,0.381
2,8.71,0,16,0.195
3,24.96,1,12,1.653
0,22.26,1,11,6.891
4,13.05,0,23,0.013
1,4.12,1,17,0.514
0,20.37,0,20,4.904
1,12.74,1,7,1.155
3,4.43,0,23,0.282
4,11.05,0,14,0.02
1,9.47,0,11,0.835
2,26.52,0,3,1.053
4,1.02,1,6,0.01
2,17.82,1,5,1.032
1,16.42,0,5,1.438
4,18.41,0,4,0.035
4,29.23,0,19,0.028
2,13.24,0,20,0.568
1,16.01,1,9,1.637
0,5.63,1,5,0.923
3,29.7,1,3,1.101
4,5.02,0,8,0.01
1,13.15,1,7,0.932
4,10.07,1,2,0.017
2,15.17,0,18,0.781
0,27.12,0,18,8.285
4,28.61,1,3,0.054
3,6.78,0,16,0.215
2,22.92,1,3,1.234
0,0.6,0,16,0.1
3,4.02,1,8,0.137
0,19.84,0,21,3.676
4,21.58,0,21,0.025
4,28.64,0,20,0.023
1,5.51,1,9,0.467
4,2.32,0,6,0.01
4,29.29,0,16,0.021
2,26.6,0,19,0.637
1,5.66,1,11,0.569
0,5.62,0,9,1.612
4,19.4,0,22,0.01
2,27.64,1,21,0.649
3,3.01,0,21,0.158
1,21.92,1,0,1.892
2,20.78,1,15,0.979
0,15.84,1,20,3.484
0,2.9,1,0,0.78
2,20.29,0,7,0.597
0,11.38,1,22,1.895
4,1.56,1,9,0.01
1,2.39,1,11,0.262
3,12.26,1,11,0.605
0,2.22,1,21,0.525
0,22.81,0,11,4.304
2,7.34,0,20,0.206
1,25.6,1,18,2.985
2,4.05,1,17,0.154
2,12.83,0,14,0.572
3,29.0,0,1,2.179
1,1.57,0,9,0.121
2,29.63,0,20,1.547
1,3.06,0,22,0.288
0,18.61,0,3,2.809
0,15.8,0,17,2.778
1,25.06,1,9,2.236
3,0.54,1,17,0.026
0,14.96,1,14,2.567
3,27.52,0,14,1.577
3,26.55,1,7,1.657
0,16.32,1,22,4.292
2,2.94,0,19,0.081
1,15.72,0,14,1.042
4,4.61,0,22,0.01
4,22.42,1,0,0.047
4,12.23,0,9,0.015
1,4.98,0,3,0.428
0,5.05,0,10,1.109
2,7.85,0,18,0.237
1,15.32,0,1,1.472
3,17.86,0,20,0.776
1,29.96,1,18,2.921
3,0.83,1,21,0.066
4,1.18,1,19,0.01
2,19.89,1,22,0.515
2,16.22,0,16,0.434
4,16.31,1,12,0.017
0,5.2,1,18,1.268
3,15.83,1,6,0.593
0,14.68,1,17,2.829
2,6.44,1,16,0.29
3,27.16,1,11,2.118
1,8.06,1,16,0.924
1,18.85,0,8,1.562
0,1.02,1,21,0.28
0,8.28,1,18,1.848
1,8.9,1,2,0.732
0,20.01,1,5,5.062
2,11.64,0,5,0.547
4,6.19,0,12,0.01
0,18.86,1,19,3.235
0,27.22,1,11,6.939
3,1.55,0,17,0.092
2,11.55,1,18,0.55
3,13.19,1,8,0.896
1,21.88,0,5,2.007
3,4.36,0,17,0.207
1,25.93,1,23,2.135
1,10.94,0,12,0.872
0,19.09,0,21,5.321
3,25.49,1,10,1.432
1,6.85,1,8,0.643
4,18.49,1,12,0.034
2,28.25,0,11,1.073
2,20.97,1,21,0.632
3,18.37,0,2,0.714
2,24.92,0,5,0.561
3,17.43,1,11,1.301
2,24.59,1,11,0.583
2,23.54,1,12,0.546
2,0.55,0,14,0.023
4,25.44,1,5,0.027
3,13.63,0,15,0.592
0,8.65,1,17,2.244
4,3.02,1,23,0.01
4,1.63,1,4,0.01
0,28.8,0,15,5.552
3,5.16,1,22,0.35
4,2.94,1,21,0.01
2,1.35,0,9,0.028
4,12.53,0,10,0.023
1,13.96,0,2,0.982
1,15.01,1,3,1.332
4,8.25,0,5,0.01
2,15.76,0,12,0.665
4,6.43,0,10,0.01
2,8.2,1,3,0.456
0,25.17,1,3,5.218
3,20.81,0,18,1.512
0,9.57,1,11,1.589
1,13.72,0,21,1.465
3,10.66,1,14,0.609
0,29.22,0,17,6.545
0,23.8,1,6,5.972
4,22.78,1,7,0.039
1,8.71,1,3,0.835
0,7.16,0,12,1.598
1,17.95,0,2,1.92
4,0.93,1,19,0.01
0,16.81,1,2,3.694
2,23.8,0,4,0.813
3,27.57,1,18,1.965
4,1.05,0,17,0.01
1,23.09,0,14,1.605
2,16.54,1,3,0.866
2,22.98,0,21,0.468
4,22.48,1,10,0.02
4,2.41,1,14,0.01
0,15.81,1,1,3.88
0,24.13,1,18,4.945
1,18.48,0,0,1.512
2,9.32,0,4,0.19
2,4.29,1,20,0.205
1,21.54,1,14,1.513
4,15.48,1,11,0.024
1,16.46,0,23,1.49
4,13.86,0,7,0.014
1,6.07,0,20,0.633
1,4.82,0,20,0.424
4,7.06,0,10,0.012
3,7.47,0,16,0.467
0,18.67,0,1,2.613
1,26.73,1,21,2.877
2,7.31,1,19,0.245
1,10.38,0,20,0.927
2,14.66,0,0,0.481
0,19.31,1,2,3.721
4,9.81,0,0,0.016
2,19.19,0,14,0.765
2,22.81,0,19,0.728
2,17.27,0,19,0.623
3,10.45,1,18,0.683
1,29.6,0,23,2.018
0,6.94,1,5,1.198
2,12.59,1,17,0.477
0,12.64,0,23,2.312
2,16.33,1,1,0.776
2,28.69,0,9,0.917
2,3.9,0,15,0.109
4,8.93,1,8,0.01
0,23.93,1,10,6.505
4,10.14,1,7,0.01
3,25.31,0,11,1.675
3,11.16,0,21,0.677
2,22.86,1,2,0.997
4,24.03,0,0,0.04
2,21.01,1,8,0.594
0,4.55,1,10,1.044
4,16.33,0,20,0.016
1,6.82,1,19,0.642
3,10.85,0,1,0.661
2,5.55,0,22,0.148
3,8.13,1,13,0.413
0,1.13,1,4,0.273
2,0.57,1,15,0.021
0,24.22,0,4,4.575
0,1.99,1,8,0.456
3,5.21,1,4,0.396
4,5.5,0,9,0.01
4,12.62,0,9,0.019
0,25.15,1,9,5.531
2,18.08,1,8,0.787
1,3.5,1,8,0.331
3,23.72,1,4,1.246
3,4.86,0,23,0.196
1,24.45,1,16,1.948
2,21.61,1,23,1.022
1,29.42,1,18,3.338
2,13.65,1,13,0.674
4,25.5,0,16,0.029
4,2.87,0,15,0.01
1,7.63,1,2,0.624
1,20.21,0,1,1.97
0,16.95,0,14,2.107
1,22.51,1,20,1.998
4,3.36,0,4,0.01
1,7.49,1,12,0.745
1,21.25,1,3,1.925
2,19.65,1,13,1.026
0,10.34,0,9,1.525
4,12.65,0,10,0.011
4,5.64,1,10,0.01
4,19.27,0,7,0.035
1,2.03,0,1,0.133
4,12.45,0,13,0.019
4,29.25,0,5,0.031
0,9.99,1,22,1.31
1,16.71,1,21,1.899
4,0.99,0,13,0.01
4,1.8,1,10,0.01
2,23.36,1,1,0.582
3,22.0,0,13,0.715
3,19.54,0,3,1.364
1,29.66,0,11,2.254
3,0.74,0,3,0.038
0,23.4,1,14,4.107
2,8.12,0,22,0.382
2,20.39,1,9,0.996
1,10.21,1,6,0.839
3,7.52,0,15,0.536
0,27.34,0,10,6.48
1,13.47,0,16,1.013
3,22.66,1,12,0.956
2,6.34,0,8,0.191
2,24.61,1,1,1.193
2,19.04,1,9,0.831
4,13.77,0,18,0.029
2,20.55,1,18,0.614
3,3.86,0,12,0.151
1,22.63,0,13,2.013
2,8.78,0,5,0.326
3,22.38,0,4,0.98
4,11.52,0,6,0.012
0,15.67,1,5,2.935
4,16.69,0,13,0.016
2,26.88,1,19,1.205
1,19.62,1,17,2.379
4,14.76,1,18,0.013
3,10.8,1,0,0.714
0,3.67,1,12,0.966
4,29.22,0,14,0.057
2,29.87,1,22,1.111
2,1.72,1,8,0.094
0,15.62,0,23,3.328
0,9.05,0,11,1.271
3,10.52,1,14,0.763
2,28.35,1,23,1.634
2,4.28,0,22,0.121
4,6.82,0,5,0.011
3,19.75,1,7,1.588
2,21.19,0,1,0.775
0,13.53,0,0,3.064
2,22.55,0,16,1.072
3,11.92,1,19,0.661
2,10.98,1,1,0.273
0,20.39,0,19,4.879
4,2.11,1,11,0.01
1,0.68,1,5,0.074
0,13.62,1,16,2.992
0,4.75,1,6,1.224
2,28.37,1,21,0.721
1,5.19,0,7,0.468
3,24.3,1,5,1.485
2,29.12,0,12,0.716
4,17.53,1,11,0.03
3,22.68,1,2,1.101
0,20.01,0,2,3.155
1,5.55,1,6,0.497
3,7.43,0,0,0.492
1,23.71,0,15,2.579
1,17.89,0,6,1.614
1,7.57,0,1,0.732
4,7.15,1,0,0.013
2,16.74,1,2,0.729
4,18.33,0,9,0.034
3,2.9,0,12,0.1
3,26.02,0,4,0.972
4,14.58,1,10,0.026
3,6.41,0,19,0.385
1,19.22,1,15,1.33
2,3.56,1,12,0.095
0,14.34,0,7,1.997
0,22.49,1,0,5.674
2,13.72,1,10,0.528
2,3.09,1,21,0.168
0,25.04,1,12,6.389
4,3.99,1,16,0.01
4,28.24,1,23,0.05
1,7.79,0,16,0.619
3,15.94,0,4,0.529
3,2.52,0,20,0.098
1,24.85,0,18,2.286
2,11.94,0,1,0.382
3,16.79,0,19,0.642
2,1.19,1,0,0.042
1,6.12,1,20,0.675
2,14.15,0,23,0.627
0,27.27,1,21,5.364
4,2.7,1,23,0.01
0,2.42,1,19,0.728
2,22.82,1,6,0.71
1,10.61,0,21,1.134
3,0.57,1,7,0.037
2,12.21,1,18,0.672
2,11.06,0,18,0.349
0,15.62,0,12,2.422
4,24.03,0,11,0.026
3,23.12,1,8,1.87
2,22.51,0,16,1.221
0,28.05,0,19,6.746
0,22.13,0,5,4.842
2,24.81,0,20,1.249
1,5.36,0,10,0.476
0,28.22,1,5,5.004
3,16.01,1,9,0.979
3,23.37,0,13,0.804
4,2.7,0,15,0.01
3,22.8,1,4,1.169
2,14.84,1,0,0.455
3,20.79,1,15,1.041
2,25.71,1,21,0.84
2,3.63,0,10,0.131
4,10.08,1,2,0.01
0,3.1,1,9,0.616
3,13.19,0,5,0.779
0,14.22,1,9,3.162
1,19.04,1,7,1.747
4,9.38,1,6,0.012
4,16.13,1,1,0.026
4,11.37,0,11,0.017
0,13.49,1,11,3.37
2,9.98,0,11,0.376
4,9.14,1,1,0.014
3,19.73,1,13,1.202
2,2.25,1,12,0.08
2,25.46,0,12,0.771
1,22.16,0,23,1.986
0,25.34,0,19,3.473
2,13.55,1,2,0.508
3,4.24,0,17,0.313
3,25.3,1,20,1.39
3,5.81,0,14,0.295
3,12.5,1,20,0.471
0,26.09,1,10,5.769
2,28.75,1,19,0.77
0,16.78,1,18,4.048
4,17.45,0,18,0.021
0,27.62,1,16,6.189
4,11.32,0,8,0.015
0,5.75,1,19,1.188
1,13.19,0,21,0.977
2,29.03,0,11,0.851
0,26.38,1,16,5.889
2,28.59,1,14,0.858
0,7.9,1,21,1.414
3,17.44,1,21,0.848
4,8.6,0,12,0.01
3,3.03,1,2,0.247
3,28.7,1,19,1.295
3,16.88,0,16,1.072
0,12.41,1,1,3.221
3,4.76,0,22,0.144
3,15.31,1,7,0.665
0,4.65,0,10,1.345
2,7.99,0,16,0.36
3,23.25,0,21,0.794
2,14.33,1,0,0.737
1,8.37,1,20,0.888
0,5.81,0,1,1.043
0,28.59,0,15,4.931
4,7.67,1,0,0.013
3,24.84,0,3,1.385
4,19.63,1,22,0.04
2,9.92,0,21,0.373
4,19.37,0,18,0.011
3,28.22,1,14,2.053
2,1.86,0,20,0.07
0,17.79,1,13,4.064
4,27.8,1,8,0.018
3,8.83,0,2,0.419
1,25.77,0,13,2.77
0,23.09,1,10,5.752
2,17.65,0,18,0.716
0,21.44,0,12,4.538
2,1.31,1,8,0.059
3,19.97,1,3,1.497
3,19.6,0,5,1.14
3,13.53,1,19,0.765
3,12.52,1,23,0.463
0,6.71,1,12,1.189
0,6.37,1,5,1.339
2,17.21,0,17,0.595
1,22.75,0,21,1.967
0,16.67,0,14,2.534
1,22.9,0,9,2.211
0,19.58,0,2,2.399
3,29.87,0,22,1.867
3,21.8,1,8,1.027
1,13.77,0,18,1.218
4,12.87,0,7,0.014
0,23.25,0,20,5.322
2,3.38,0,19,0.13
3,27.4,0,19,1.923
4,1.75,0,11,0.01
3,27.03,1,12,1.509
1,6.99,1,6,0.633
3,10.91,1,15,0.732
4,10.51,1,17,0.013
4,19.03,1,12,0.039
1,17.06,1,8,2.087
1,14.25,1,7,1.047
4,18.75,0,9,0.013
2,8.02,1,1,0.261
0,3.92,1,3,0.859
4,7.49,1,22,0.01
1,5.62,0,10,0.419
0,18.4,1,18,5.007
2,20.57,0,9,0.73
0,17.75,0,14,4.867
4,2.24,0,0,0.01
4,14.5,1,5,0.022
1,12.1,1,23,1.028
4,27.66,1,5,0.056
2,2.03,1,23,0.097
2,15.46,0,22,0.305
3,17.32,1,2,0.783
0,8.39,1,0,2.303
4,3.53,0,9,0.01
1,3.34,0,3,0.231
3,25.06,1,20,1.612
3,13.13,1,21,0.599
1,1.87,1,14,0.19
4,1.36,1,14,0.01
2,22.22,1,13,0.514
0,4.42,1,11,1.059
3,6.65,1,6,0.406
4,4.59,1,5,0.01
3,15.97,0,19,1.077
2,20.03,0,19,0.594
3,7.67,1,9,0.517
3,27.14,0,11,1.296
3,15.38,1,20,0.538
1,7.59,0,3,0.669
4,19.43,1,4,0.017
2,4.99,1,13,0.288
0,23.46,1,12,3.629
0,20.4,1,14,5.504
3,9.97,1,5,0.452
4,26.35,1,18,0.043
2,22.32,0,11,0.767
1,8.3,1,17,0.854
2,15.22,1,11,0.37
3,2.43,1,6,0.132
3,22.29,1,4,1.326
2,29.26,1,18,0.974
2,2.78,1,14,0.137
3,7.22,1,7,0.46
2,15.16,1,17,0.762
3,29.96,1,5,1.378
4,0.67,1,0,0.01
3,14.21,1,22,1.006
1,17.75,0,20,2.082
0,15.26,0,10,2.602
1,3.16,0,8,0.376
4,25.97,0,1,0.019
0,3.9,0,22,0.729
1,14.18,1,3,1.16
0,12.15,0,9,3.786
4,26.94,0,12,0.05
2,23.67,1,8,0.923
0,3.66,1,3,0.64
2,8.6,0,3,0.182
3,24.68,0,16,1.487
0,7.07,0,9,1.817
2,14.15,1,21,0.607
0,5.4,1,6,1.558
4,13.35,0,21,0.021
3,15.09,1,14,0.653
1,6.64,0,23,0.549
4,5.04,1,12,0.01
2,19.35,0,15,0.941
3,18.72,1,21,0.712
0,20.14,1,12,4.865
1,14.12,0,1,1.125
3,6.22,0,5,0.222
0,10.63,1,9,2.792
0,24.01,0,23,4.768
2,10.2,0,18,0.21
1,7.28,0,22,0.453
4,2.56,1,20,0.01
1,9.25,1,20,0.992
2,29.2,0,15,1.127
4,13.6,1,14,0.02
3,13.52,0,13,0.673
2,9.21,0,12,0.299
4,23.18,1,21,0.027
3,23.47,0,2,1.3
2,22.97,1,15,0.946
0,2.85,1,8,0.454
2,21.98,1,9,0.909
1,7.47,0,9,0.733
4,13.4,1,20,0.016
3,8.39,1,6,0.317
1,25.52,0,3,1.945
2,6.1,0,7,0.141
3,9.24,1,12,0.679
1,25.83,1,22,2.075
4,14.33,0,3,0.01
1,19.6,1,11,2.24
0,3.64,1,8,0.783
0,3.48,0,11,0.721
3,12.01,0,3,0.596
1,10.74,1,19,1.324
3,18.71,1,23,0.736
3,1.17,0,6,0.081
0,14.06,1,18,4.123
4,12.98,1,10,0.023
1,23.42,0,5,1.66
4,13.24,0,3,0.018
2,10.12,1,5,0.384
1,1.21,0,1,0.095
2,9.53,0,13,0.391
1,1.82,1,15,0.182
4,10.96,0,11,0.01
4,8.55,0,19,0.011
4,19.04,1,21,0.018
3,25.01,1,4,1.023
1,6.2,1,8,0.563
2,0.76,1,6,0.024
3,6.12,1,21,0.397
4,16.58,1,8,0.027
0,10.27,0,10,2.911
1,18.15,1,2,1.346
4,12.85,1,14,0.01
2,18.09,0,21,0.876
0,4.95,0,1,1.28
0,27.88,0,15,6.235
3,13.38,1,14,0.946
3,10.5,0,5,0.606
2,6.86,0,5,0.321
3,25.38,1,23,1.475
2,21.72,0,3,0.829
4,4.33,0,7,0.01
2,3.69,1,11,0.183
3,16.08,1,16,0.595
2,6.65,0,9,0.245
1,7.35,1,2,0.742
3,11.08,0,18,0.551
1,19.5,0,18,1.451
0,25.49,0,13,6.65
4,14.08,0,3,0.018
2,13.03,0,11,0.428
2,15.53,1,0,0.693
3,24.21,0,7,1.653
4,15.37,1,13,0.023
0,13.88,0,5,2.048
1,20.48,1,21,1.872
0,10.57,0,15,2.042
4,3.47,0,22,0.01
0,26.58,0,11,4.545
4,1.3,0,12,0.01
